#GeneID	AssociatedGenes	RelatedGenes	ConceptID	DiseaseName	SourceName	SourceID	DiseaseMIM	LastUpdated
191	AHCY		C3151058	Hypermethioninemia with s-adenosylhomocysteine hydrolase deficiency	NCBI curation		613752	16-Feb-16
27245	AHDC1		C4014419	Xia-Gibbs syndrome	NCBI curation		615829	16-Feb-16
54806	AHI1		C1837713	Joubert syndrome 3	"UCLA Clinical Genomics Center, UCLA"		608629	16-Feb-16
54806		AHI1	C0431399	Joubert syndrome	Genetics Home Reference	joubert-syndrome		28-Mar-17
54806		AHI1	C0431399	Joubert syndrome	"Laboratory for Molecular Medicine,Partners HealthCare Personalized Medicine"	42158725		28-Mar-17
54806		AHI1	C0431399	Joubert syndrome	Office of Rare Diseases	6802		28-Mar-17
54806		AHI1	C0431399	Joubert syndrome	SNOMED CT	716997004		28-Mar-17
57379	AICDA		C1720956	Immunodeficiency with hyper IgM type 2	Office of Rare Diseases	10578	605258	16-Feb-16
9131	AIFM1		C1845095	"Deafness, X-linked 5"	NCBI curation		300614	16-Feb-16
9255	AIMP1		C1850053	"Leukodystrophy, hypomyelinating 3"	Office of Rare Diseases	4266	260600	16-Feb-16
9049	AIP		C0033375	"Prolactinoma, familial"	Office of Rare Diseases	4508	600634	16-Feb-16
9049	AIP		C0221406	Pituitary dependent hypercortisolism	SNOMED CT	190502001	219090	16-Feb-16
9049	AIP		C0346302	Somatotroph adenoma	SNOMED CT	254957009	102200	16-Feb-16
23746	AIPL1		C0035334	Retinitis pigmentosa	ADAM	CN038210	268000	16-Feb-16
23746	AIPL1		C0035334	Retinitis pigmentosa	Office of Rare Diseases	5694	268000	16-Feb-16
23746	AIPL1		C0035334	Retinitis pigmentosa	SNOMED CT	28835009	268000	16-Feb-16
23746	AIPL1		C1858386	Leber congenital amaurosis 4	NCBI curation		604393	16-Feb-16
23746		AIPL1	C0339527	Leber congenital amaurosis	Genetics Home Reference	leber-congenital-amaurosis		4-Sep-16
23746		AIPL1	C0339527	Leber congenital amaurosis	Office of Rare Diseases	634		4-Sep-16
23746		AIPL1	C0339527	Leber congenital amaurosis	"Rui Chen Lab,Baylor College of Medicine"			4-Sep-16
326	AIRE		C0085859	"Polyglandular autoimmune syndrome, type 1"	SNOMED CT	11244009	240300	16-Feb-16
203	AK1		C2675459	"Adenylate kinase deficiency, hemolytic anemia due to"	NCBI curation		612631	16-Feb-16
204	AK2		C0272167	Reticular dysgenesis	Office of Rare Diseases	8625	267500	16-Feb-16
204	AK2		C0272167	Reticular dysgenesis	SNOMED CT	111584000	267500	16-Feb-16
11216	AKAP10		C0264886	Conduction disorder of the heart	SNOMED CT	44808001	115080	16-Feb-16
10142	AKAP9		C2678483	Long QT syndrome 11	Office of Rare Diseases	10437	611820	16-Feb-16
10142		AKAP9	CN119492	Romano-Ward syndrome	Genetic Testing Registry (GTR)	GTR000501111		16-Feb-16
10142		AKAP9	CN119492	Romano-Ward syndrome	Genetics Home Reference	romano-ward-syndrome		16-Feb-16
10142		AKAP9	CN119492	Romano-Ward syndrome	"Molecular Cardiology Laboratories,IRCCS Fondazione Salvatore Maugeri"			16-Feb-16
10142		AKAP9	CN119492	Romano-Ward syndrome	Office of Rare Diseases	3284		16-Feb-16
10142		AKAP9	CN119492	Romano-Ward syndrome	SNOMED CT	20852007		16-Feb-16
1646	AKR1C2		C1839840	"46,XY sex reversal 8"	NCBI curation		614279	16-Feb-16
1109	AKR1C4		C1839840	"46,XY sex reversal 8"	NCBI curation		614279	16-Feb-16
6718	AKR1D1		C1856127	"Bile acid synthesis defect, congenital, 2"	Office of Rare Diseases	10045	235555	16-Feb-16
207	AKT1		C0036341	Schizophrenia	SNOMED CT	58214004	181500	16-Feb-16
207	AKT1		C0085261	Proteus syndrome	Genetics Home Reference	proteus-syndrome	176920	16-Feb-16
207	AKT1		C0085261	Proteus syndrome	Office of Rare Diseases	7475	176920	16-Feb-16
207	AKT1		C0085261	Proteus syndrome	SNOMED CT	23150001	176920	16-Feb-16
207	AKT1		C0346153	Familial cancer of breast	SNOMED CT	254843006	114480	16-Feb-16
207	AKT1		C0699790	Carcinoma of colon	SNOMED CT	269533000	114500	16-Feb-16
207	AKT1		C0919267	Neoplasm of ovary	SNOMED CT	123843001	167000	16-Feb-16
207	AKT1		C3554519	Cowden syndrome 6	NCBI curation		615109	16-Feb-16
207		AKT1	C0042065	Genitourinary neoplasm	NCBI curation			16-Feb-16
207		AKT1	C1458155	Neoplasm of the breast	Human Phenotype Ontology	HP:0100013		18-Jul-17
207		AKT1	C1959582	PTEN hamartoma tumor syndrome	NCBI curation		601728	16-Feb-16
208	AKT2		C0011860	Diabetes mellitus type 2	SNOMED CT	44054006	125853	16-Feb-16
208	AKT2		C1855860	"Hypoglycemia, neonatal, simulating foetopathia diabetica"	NCBI curation		240900	16-Feb-16
10000	AKT3		C4014738	Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 2	NCBI curation		615937	16-Feb-16
210	ALAD		C0268328	Porphobilinogen synthase deficiency	SNOMED CT	64081000	612740	16-Feb-16
212	ALAS2		C0221018	Hereditary sideroblastic anemia	SNOMED CT	62677000	300751	16-Feb-16
212	ALAS2		C2677889	"Protoporphyria, erythropoietic, X-linked"	NCBI curation		300752	16-Feb-16
213	ALB		C0342185	"Hyperthyroxinemia, familial dysalbuminemic"	NCBI curation		615999	16-Feb-16
213	ALB		C0878666	Analbuminemia	NCBI curation		616000	16-Feb-16
5832	ALDH18A1		C0268354	Cutis laxa-corneal clouding-oligophrenia syndrome	SNOMED CT	59252009	219150	16-Feb-16
5832	ALDH18A1		C0268354	Cutis laxa-corneal clouding-oligophrenia syndrome	"UCLA Clinical Genomics Center, UCLA"		219150	16-Feb-16
5832	ALDH18A1		C1832669	Spastic paraplegia 9	Office of Rare Diseases	9583	601162	16-Feb-16
5832	ALDH18A1		C4225268	"Cutis laxa, autosomal dominant 3"	NCBI curation		616603	16-Feb-16
5832	ALDH18A1		C4225272	"Spastic paraplegia 9b, autosomal recessive"	NCBI curation		616586	16-Feb-16
5832		ALDH18A1	C0268350	"Cutis laxa, autosomal dominant"	SNOMED CT	111388003		12-May-17
5832		ALDH18A1	C0268351	"Cutis laxa, autosomal recessive"	SNOMED CT	59451000		16-Feb-16
220	ALDH1A3		C3554524	"Microphthalmia, isolated 8"	NCBI curation		615113	16-Feb-16
217	ALDH2		C2674838	Acute alcohol sensitivity	NCBI curation		610251	16-Feb-16
224	ALDH3A2		C0037231	Sj̦gren-Larsson syndrome	Genetics Home Reference	sjogren-larsson-syndrome	270200	16-Feb-16
224	ALDH3A2		C0037231	Sj̦gren-Larsson syndrome	Office of Rare Diseases	7654	270200	16-Feb-16
224	ALDH3A2		C0037231	Sj̦gren-Larsson syndrome	SNOMED CT	111303009	270200	16-Feb-16
8659	ALDH4A1		C2931835	Deficiency of pyrroline-5-carboxylate reductase	SNOMED CT	124177001	239510	16-Feb-16
7915	ALDH5A1		C0268631	Succinate-semialdehyde dehydrogenase deficiency	SNOMED CT	49748000	271980	16-Feb-16
4329	ALDH6A1		C1864150	Methylmalonate semialdehyde dehydrogenase deficiency	NCBI curation		614105	16-Feb-16
501	ALDH7A1		C1849508	Pyridoxine-dependent epilepsy	Office of Rare Diseases	9298	266100	16-Feb-16
501	ALDH7A1		C1849508	Pyridoxine-dependent epilepsy	"UCLA Clinical Genomics Center, UCLA"		266100	16-Feb-16
226	ALDOA		C0272066	HNSHA due to aldolase A deficiency	SNOMED CT	111578003	611881	16-Feb-16
226		ALDOA	C0017919	Glycogen storage disease	SNOMED CT	29633007		16-Feb-16
229	ALDOB		C0016751	Hereditary fructosuria	SNOMED CT	20052008	229600	16-Feb-16
56052	ALG1		C1837896	Congenital disorder of glycosylation type 1K	Office of Rare Diseases	9838	608540	16-Feb-16
56052		ALG1	C0282577	Congenital disorder of glycosylation	Genetic Testing Registry (GTR)	GTR000502771		16-Feb-16
56052		ALG1	C0282577	Congenital disorder of glycosylation	Orphanet	137		16-Feb-16
84920	ALG10		C3150943	Long QT syndrome 2	Office of Rare Diseases	3285	613688	16-Feb-16
84920		ALG10	CN119492	Romano-Ward syndrome	Genetic Testing Registry (GTR)	GTR000501111		16-Feb-16
84920		ALG10	CN119492	Romano-Ward syndrome	Genetics Home Reference	romano-ward-syndrome		16-Feb-16
84920		ALG10	CN119492	Romano-Ward syndrome	"Molecular Cardiology Laboratories,IRCCS Fondazione Salvatore Maugeri"			16-Feb-16
84920		ALG10	CN119492	Romano-Ward syndrome	Office of Rare Diseases	3284		16-Feb-16
84920		ALG10	CN119492	Romano-Ward syndrome	SNOMED CT	20852007		16-Feb-16
440138	ALG11		C3150913	Congenital disorder of glycosylation type 1P	NCBI curation		613661	16-Feb-16
440138		ALG11	C0282577	Congenital disorder of glycosylation	Genetic Testing Registry (GTR)	GTR000502771		16-Feb-16
440138		ALG11	C0282577	Congenital disorder of glycosylation	Orphanet	137		16-Feb-16
79087	ALG12		C1846695	Congenital disorder of glycosylation type 1G	Office of Rare Diseases	9833	607143	16-Feb-16
79087		ALG12	C0282577	Congenital disorder of glycosylation	Genetic Testing Registry (GTR)	GTR000502771		16-Feb-16
79087		ALG12	C0282577	Congenital disorder of glycosylation	Orphanet	137		16-Feb-16
79868	ALG13		C0282577	Congenital disorder of glycosylation	Genetic Testing Registry (GTR)	GTR000502771		16-Feb-16
79868	ALG13		C0282577	Congenital disorder of glycosylation	Orphanet	137		16-Feb-16
79868	ALG13		C3550904	"Epileptic encephalopathy, early infantile, 36"	NCBI curation		300884	24-Aug-16
199857	ALG14		C4015596	"Myasthenic syndrome, congenital, 15"	NCBI curation		616227	24-Aug-16
85365	ALG2		C1842836	Congenital disorder of glycosylation type 1I	Office of Rare Diseases	9836	607906	16-Feb-16
85365	ALG2		C4015597	"Myasthenic syndrome, congenital, 14"	NCBI curation		616228	24-Aug-16
85365		ALG2	C0282577	Congenital disorder of glycosylation	Genetic Testing Registry (GTR)	GTR000502771		16-Feb-16
85365		ALG2	C0282577	Congenital disorder of glycosylation	Orphanet	137		16-Feb-16
10195	ALG3		C1832736	Congenital disorder of glycosylation type 1D	Office of Rare Diseases	9827	601110	16-Feb-16
10195		ALG3	C0282577	Congenital disorder of glycosylation	Genetic Testing Registry (GTR)	GTR000502771		16-Feb-16
10195		ALG3	C0282577	Congenital disorder of glycosylation	Orphanet	137		16-Feb-16
29929	ALG6		C1864178	Congenital disorder of glycosylation type 1C	Office of Rare Diseases	9829	603147	16-Feb-16
29929		ALG6	C0282577	Congenital disorder of glycosylation	Genetic Testing Registry (GTR)	GTR000502771		16-Feb-16
29929		ALG6	C0282577	Congenital disorder of glycosylation	Orphanet	137		16-Feb-16
79053	ALG8		C1842539	Congenital disorder of glycosylation type 1H	Office of Rare Diseases	9834	608104	16-Feb-16
79053		ALG8	C0282577	Congenital disorder of glycosylation	Genetic Testing Registry (GTR)	GTR000502771		16-Feb-16
79053		ALG8	C0282577	Congenital disorder of glycosylation	Orphanet	137		16-Feb-16
79796	ALG9		C1837438	"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Il"	OMIM	608776	608776	21-May-16
79796	ALG9		C1837438	"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Il"	Office of Rare Diseases	9839	608776	21-May-16
79796	ALG9		C1849762	Gillessen-Kaesbach-Nishimura syndrome	ClinVar		263210	22-Jan-17
79796		ALG9	C0282577	Congenital disorder of glycosylation	Genetic Testing Registry (GTR)	GTR000502771		16-Feb-16
79796		ALG9	C0282577	Congenital disorder of glycosylation	Orphanet	137		16-Feb-16
238	ALK		C2751681	Neuroblastoma 3	NCBI curation		613014	16-Feb-16
238		ALK	C0027819	Neuroblastoma	Office of Rare Diseases	7185	256700	16-Feb-16
7840	ALMS1		C0268425	Alstrom syndrome	Office of Rare Diseases	5787	203800	16-Feb-16
7840	ALMS1		C0268425	Alstrom syndrome	SNOMED CT	63702009	203800	16-Feb-16
242	ALOX12B		C1855792	Autosomal recessive congenital ichthyosis 2	NCBI curation		242100	16-Feb-16
242		ALOX12B	C0020758	Congenital ichthyosis of skin	SNOMED CT	13059002		16-Feb-16
240	ALOX5		C1869116	"Asthma, susceptibility to"	Genetic Testing Registry (GTR)	GTR000503198	600807	16-Feb-16
240	ALOX5		C1869116	"Asthma, susceptibility to"	"Laboratory for Molecular Diagnostics,Center for Nephrology and Metabolic Disorders"		600807	16-Feb-16
241	ALOX5AP		C0948008	Ischemic stroke	SNOMED CT	422504002	601367	16-Feb-16
59344	ALOXE3		C1847849	Autosomal recessive congenital ichthyosis 3	NCBI curation		606545	16-Feb-16
59344	ALOXE3		C1855792	Autosomal recessive congenital ichthyosis 2	NCBI curation		242100	16-Feb-16
59344		ALOXE3	C0020758	Congenital ichthyosis of skin	SNOMED CT	13059002		16-Feb-16
249	ALPL		C0020630	Hypophosphatasia	GeneTests	23875		16-Feb-16
249	ALPL		C0020630	Hypophosphatasia	Office of Rare Diseases	6734		16-Feb-16
249	ALPL		C0220743	Childhood hypophosphatasia	Office of Rare Diseases	8735	241510	16-Feb-16
249	ALPL		C0220743	Childhood hypophosphatasia	SNOMED CT	30174008	241510	16-Feb-16
249	ALPL		C0268412	Infantile hypophosphatasia	SNOMED CT	55236002	241500	16-Feb-16
249	ALPL		C0268413	Adult hypophosphatasia	SNOMED CT	20756002	146300	16-Feb-16
57679	ALS2		C1846588	Infantile-onset ascending hereditary spastic paralysis	Office of Rare Diseases	4914	607225	16-Feb-16
57679	ALS2		C1853396	Juvenile primary lateral sclerosis	Office of Rare Diseases	4485	606353	16-Feb-16
57679	ALS2		C1859807	Amyotrophic lateral sclerosis type 2	Office of Rare Diseases	9470	205100	16-Feb-16
57679		ALS2	C0002736	Amyotrophic lateral sclerosis	Office of Rare Diseases	5786		16-Feb-16
57679		ALS2	C0002736	Amyotrophic lateral sclerosis	SNOMED CT	86044005		16-Feb-16
57679		ALS2	CN239582	Juvenile amyotrophic lateral sclerosis	Orphanet	300605		24-Dec-16
8092	ALX1		C3150706	Frontonasal dysplasia 3	NCBI curation		613456	16-Feb-16
257	ALX3		C1876203	Frontonasal dysplasia 1	NCBI curation		136760	16-Feb-16
60529	ALX4		C1865044	Parietal foramina 2	NCBI curation		609597	16-Feb-16
60529	ALX4		C3150703	Frontonasal dysplasia 2	NCBI curation		613451	16-Feb-16
60529	ALX4		C3809819	"Craniosynostosis 5, susceptibility to"	NCBI curation		615529	16-Feb-16
60529		ALX4	C1868598	Parietal foramina	NCBI curation		168500	16-Feb-16
23600	AMACR		C1858325	Alpha-methylacyl-CoA racemase deficiency	NCBI curation		614307	16-Feb-16
23600	AMACR		C1858328	"Bile acid synthesis defect, congenital, 4"	Office of Rare Diseases	10046	214950	16-Feb-16
258	AMBN		C4225394	"Amelogenesis imperfecta, type IF"	NCBI curation		616270	20-Jun-17
265	AMELX		C1845052	"Amelogenesis imperfecta, type 1E"	NCBI curation		301200	16-Feb-16
139285	AMER1		C0432268	Osteopathia striata with cranial sclerosis	SNOMED CT	254129003	300373	16-Feb-16
268	AMH		C1849930	Persistent Mullerian duct syndrome	Office of Rare Diseases	8435	261550	16-Feb-16
269	AMHR2		C1849930	Persistent Mullerian duct syndrome	Office of Rare Diseases	8435	261550	16-Feb-16
9949	AMMECR1		C4310810	"Midface hypoplasia, hearing impairment, elliptocytosis, and nephrocalcinosis"	NCBI curation		300990	20-Jun-17
81693	AMN		C1306856	Megaloblastic anemia due to inborn errors of metabolism	SNOMED CT	34925000	261100	16-Feb-16
270	AMPD1		C0268123	Muscle AMP deaminase deficiency	SNOMED CT	9105005	615511	16-Feb-16
270		AMPD1	C0270984	Metabolic myopathy	SNOMED CT	26111005		16-Feb-16
271	AMPD2		C3810295	"Spastic paraplegia 63, autosomal recessive"	NCBI curation		615686	16-Feb-16
271	AMPD2		C4014354	"Pontocerebellar hypoplasia, type 9"	ClinVar		615809	24-Aug-16
272	AMPD3		C2752073	Erythrocyte AMP deaminase deficiency	NCBI curation		612874	16-Feb-16
275	AMT		C0751748	Non-ketotic hyperglycinemia	SNOMED CT	237939006	605899	16-Feb-16
275	AMT		C0751748	Non-ketotic hyperglycinemia	"UCLA Clinical Genomics Center, UCLA"		605899	16-Feb-16
283	ANG		C2678468	Amyotrophic lateral sclerosis type 9	Office of Rare Diseases	10498	611895	16-Feb-16
283		ANG	C0002736	Amyotrophic lateral sclerosis	Office of Rare Diseases	5786		16-Feb-16
283		ANG	C0002736	Amyotrophic lateral sclerosis	SNOMED CT	86044005		16-Feb-16
27329	ANGPTL3		C1857970	"Hypobetalipoproteinemia, familial, 2"	NCBI curation		605019	16-Feb-16
51129	ANGPTL4		C4014553	Plasma triglyceride level quantitative trait locus	NCBI curation		615881	16-Feb-16
286	ANK1		C2674218	Spherocytosis type 1	NCBI curation		182900	16-Feb-16
286		ANK1	C0037889	Hereditary spherocytosis	Office of Rare Diseases	6639		16-Feb-16
286		ANK1	C0037889	Hereditary spherocytosis	SNOMED CT	55995005		16-Feb-16
287	ANK2		C1970119	"Cardiac arrhythmia, ankyrin B-related"	NCBI curation		600919	16-Feb-16
288	ANK3		C3809672	"Mental retardation, autosomal recessive 37"	NCBI curation		615493	16-Feb-16
56172	ANKH		C0856830	Chondrocalcinosis 2	GeneTests	319223	118600	16-Feb-16
56172	ANKH		C0856830	Chondrocalcinosis 2	Office of Rare Diseases	1292	118600	16-Feb-16
56172	ANKH		C1852502	"Craniometaphyseal dysplasia, autosomal dominant"	Office of Rare Diseases	1581	123000	16-Feb-16
23141	ANKLE2		C4225249	"Microcephaly 16, primary, autosomal recessive"	NCBI curation		616681	16-Feb-16
27063	ANKRD1		C0007193	Primary dilated cardiomyopathy	SNOMED CT	195021004		16-Feb-16
27063	ANKRD1		CN119551	ANKRD1-related dilated cardiomyopathy	NCBI curation			16-Feb-16
27063		ANKRD1	C0878544	Cardiomyopathy	SNOMED CT	85898001		16-Feb-16
29123	ANKRD11		C0220687	KBG syndrome	Genetics Home Reference	kbg-syndrome	148050	16-Feb-16
29123	ANKRD11		C0220687	KBG syndrome	Office of Rare Diseases	82	148050	16-Feb-16
22852	ANKRD26		C1861185	Thrombocytopenia 2	Office of Rare Diseases	5191	188000	16-Feb-16
203286	ANKS6		C3809320	Nephronophthisis 16	NCBI curation		615382	16-Feb-16
54443	ANLN		C4014993	Focal segmental glomerulosclerosis 8	NCBI curation		616032	16-Feb-16
55129	ANO10		C3150998	"Spinocerebellar ataxia, autosomal recessive 10"	NCBI curation		613728	16-Feb-16
63982	ANO3		C3554374	Dystonia 24	CGC Genetics		615034	16-Feb-16
63982	ANO3		C3554374	Dystonia 24	Genetic Testing Registry (GTR)	GTR000520696	615034	16-Feb-16
203859	ANO5		C1833736	Gnathodiaphyseal dysplasia	Genetic Testing Registry (GTR)	GTR000502395	166260	8-Mar-16
203859	ANO5		C1969785	"Limb-girdle muscular dystrophy, type 2L"	"UCLA Clinical Genomics Center, UCLA"		611307	16-Feb-16
203859	ANO5		C2750076	Miyoshi muscular dystrophy 3	"UCLA Clinical Genomics Center, UCLA"		613319	16-Feb-16
203859		ANO5	C0686353	Limb-girdle muscular dystrophy	Office of Rare Diseases	6907		16-Feb-16
203859		ANO5	C0686353	Limb-girdle muscular dystrophy	Orphanet	263		16-Feb-16
203859		ANO5	C0686353	Limb-girdle muscular dystrophy	SNOMED CT	93153005		16-Feb-16
203859		ANO5	C2931907	"Limb-girdle muscular dystrophy, autosomal recessive"	"NCBI, ClinVar"			16-Feb-16
196527	ANO6		C0796149	SCOTT SYNDROME	OMIM	262890	262890	9-May-16
196527	ANO6		C0796149	SCOTT SYNDROME	Office of Rare Diseases	4777	262890	9-May-16
196527	ANO6		C0796149	SCOTT SYNDROME	SNOMED CT	128098009	262890	9-May-16
3730	ANOS1		C1563719	Kallmann syndrome 1	Office of Rare Diseases	3071	308700	16-Feb-16
3730		ANOS1	C0162809	Hypogonadism with anosmia	SNOMED CT	93559003		16-Feb-16
84168	ANTXR1		C0406723	Odontotrichomelic syndrome	SNOMED CT	239028001	230740	16-Feb-16
84168	ANTXR1		C1865871	"Hemangioma, capillary infantile"	NCBI curation		602089	16-Feb-16
118429	ANTXR2		C2745948	Hyaline fibromatosis syndrome	NCBI curation		228600	16-Feb-16
308	ANXA5		C3280674	"Pregnancy loss, recurrent, susceptibility to, 3"	NCBI curation		614391	16-Feb-16
1174	AP1S1		C1836330	"Mental retardation, enteropathy, deafness, peripheral neuropathy, ichthyosis, and keratoderma"	NCBI curation		609313	24-Aug-16
130340	AP1S3		C4015235	"Psoriasis 15, pustular, susceptibility to"	NCBI curation		616106	16-Feb-16
1175	AP2S1		C1833372	"Hypocalciuric hypercalcemia, familial, type III"	Genetic Testing Registry (GTR)	GTR000502467	600740	26-May-16
1175	AP2S1		C1833372	"Hypocalciuric hypercalcemia, familial, type III"	"Laboratory for Molecular Diagnostics,Center for Nephrology and Metabolic Disorders"		600740	26-May-16
8546	AP3B1		C1842362	Hermansky Pudlak syndrome 2	Office of Rare Diseases	9435	608233	16-Feb-16
8546		AP3B1	C0079504	Hermansky-Pudlak syndrome	Genetics Home Reference	hermansky-pudlak-syndrome		16-Feb-16
8546		AP3B1	C0079504	Hermansky-Pudlak syndrome	Office of Rare Diseases	6643		16-Feb-16
8546		AP3B1	C0079504	Hermansky-Pudlak syndrome	SNOMED CT	9311003		16-Feb-16
8120	AP3B2		C4310637	"Epileptic encephalopathy, early infantile, 48"	NCBI curation		617276	20-Jun-17
8943	AP3D1		C4310746	Hermansky-Pudlak Syndrome 10	CeGaT GmbH		617050	24-Aug-16
8943	AP3D1		C4310746	Hermansky-Pudlak Syndrome 10	Genetic Testing Registry (GTR)	GTR000522448	617050	24-Aug-16
10717	AP4B1		C3279738	"Spastic paraplegia 47, autosomal recessive"	ClinVar		614066	26-May-16
23431	AP4E1		C3151056	"Spastic paraplegia 51, autosomal recessive"	NCBI curation		613744	16-Feb-16
23431	AP4E1		C3489627	"Stuttering, familial persistent 1"	NCBI curation		184450	16-Feb-16
9179	AP4M1		C2752008	"Spastic paraplegia 50, autosomal recessive"	"Genetic Services Laboratory, University of Chicago"	NM_004722.3(AP4M1):c.32del	612936	16-Feb-16
9907	AP5Z1		C3150901	"Spastic paraplegia 48, autosomal recessive"	NCBI curation		613647	16-Feb-16
323	APBB2		C0002395	Alzheimer's disease	SNOMED CT	26929004	104300	16-Feb-16
324	APC		C0038356	Neoplasm of stomach	SNOMED CT	126824007	613659	16-Feb-16
324	APC		C0699790	Carcinoma of colon	SNOMED CT	269533000	114500	16-Feb-16
324	APC		C1851124	"Desmoid disease, hereditary"	Office of Rare Diseases	1820	135290	16-Feb-16
324	APC		C2239176	Hepatocellular carcinoma	SNOMED CT	25370001	114550	16-Feb-16
324	APC		C2713442	Familial adenomatous polyposis 1	NCBI curation		175100	16-Feb-16
