rank	phenotype	cui	assoc in neigh	assoc in intom	probability	Benjamini-Hochberg	Expected P-Value	genes	
569	Kidney Failure, Chronic	C0022661	24	616	1.78719757882e-08	0.00010208109077861501	0.000109064218318	KL,IL3,IGF2R,HBEGF,APOB,PIK3R1,DAB2,LRP2,SHC1,MET,IL2RA,HGF,IRS1,SOS1,AP2M1,CSF2,RET,FGF23,KRAS,ABCB1,GFRA3,EGF,IL2,ADRB2
570	Abnormality of cardiovascular system electrophysiology	C0243050	42	1568	1.79670935907e-08	0.00010226049515608181	0.000184548045603	CBL,GDNF,HRAS,FGF17,PDGFRB,EGFR,WNT5A,FZD4,KIT,APOB,PIK3R1,LRP2,CALM3,SOS1,TF,PDGFRA,FGF8,FGFR1,ACTN2,LDLRAP1,RET,DNM2,FGF23,KRAS,PDGFB,TFRC,PIK3CA,CDC42,KITLG,PTPN11,FGFR3,ERBB3,SCARB2,PIK3R2,VAMP7,AKAP9,AVPR2,JAK2,NRAS,FGF20,TEK,FGFR2
572	Acute myocardial ischemia	C0151744	21	484	1.82464844345e-08	0.00010261930391101543	0.000105926430518	KL,KIT,APOB,CALM3,RAB5A,HGF,FGF2,ERBB2,ANGPT1,CAMK2D,PIK3CB,TFRC,PIK3CA,KITLG,ABCB1,PTPRA,FGF4,JAK2,FGF1,NCAM1,ADRB2
573	Craniosynostoses	C0010278	14	219	1.86772564081e-08	0.00010279870828848224	0.000132226021821	FGF9,EGFR,SPRY1,FGF3,IRS1,FGF2,PDGFRA,FGFR1,KRAS,FGFR3,IL5,EGF,FGF4,FGFR2
574	Monosomy	C0026499	12	158	1.92603013538e-08	0.00010297811266594904	0.000181219341378	CBL,EGFR,KIT,ABL1,IL3RA,ERBB2,PIK3CA,ABCB1,EGF,NRAS,FGF1,NCAM1
575	Herpes Simplex Infections	C0019348	22	529	1.94272956611e-08	0.00010315751704341586	0.000170934486199	IL3,GDNF,GRIN2B,HSP90AA1,EGFR,LAT,ABL1,IRS1,ARRB2,FGF2,ERBB2,CSF2,PIK3CB,TFRC,PIK3CA,SYT1,ABCB1,EGF,IL2,SH3KBP1,GRIN2D,TEK
576	Misalignment of teeth	C1852504	13	188	1.94925898755e-08	0.00010333692142088268	0.000200336700337	WNT5A,PIK3R1,IL2RA,FGF3,SOS1,FGFR1,OCRL,CDC42,UBB,PTPN11,FGFR3,FGFR2,IL2RB
577	Abnormality of joint mobility	C4023216	26	715	2.09956674269e-08	0.00010351632579834948	0.000237346437346	CBL,FGF9,HRAS,FGF17,PDGFRB,PIK3R1,IL2RA,SOS1,FGF8,FGFR1,OCRL,RET,DNM2,KRAS,PIK3CA,NEFL,CDC42,PTPN11,FGFR3,ERBB3,PIK3R2,BIN1,NRAS,FGFR2,FGF16,IL2RB
578	Abnormality of the nervous system	C0497552	57	2512	2.12947570688e-08	0.0001036957301758163	0.000170398751368	CBL,GDNF,HRAS,FGF17,GRIN2B,PDGFRB,JAK3,WNT5A,DIAPH1,KIT,SPTAN1,APOB,PIK3R1,LRP2,GRIN2A,IL2RA,FGF3,IL2RG,SYT2,SOS1,PDGFRA,FGF8,ERBB2,FGFR1,DNAJC6,OCRL,LDLRAP1,GRIN1,RET,DNM2,ERBB4,SPTBN2,KRAS,PDGFB,TFRC,PIK3CA,NEFL,CDC42,KITLG,UBB,NRTN,PTPN11,FGFR3,ERBB3,SCARB2,EGF,PIK3R2,BIN1,VAMP7,AVPR2,JAK2,NECAP1,NRAS,AVP,SYNJ1,FGFR2,IL2RB
579	Abnormal leukocyte count	C0152009	19	406	2.21253604327e-08	0.0001038751345532831	0.000135478222806	CBL,PDGFRB,JAK3,KIT,PIK3R1,IL2RA,IL2RG,ABL1,PDGFRA,ACTN2,CD4,CD3D,KRAS,TFRC,PIK3CA,PTPN11,SCARB2,JAK2,NRAS
580	Abnormality of cellular immune system	C4023612	19	406	2.21253604327e-08	0.00010405453893074991	0.000135697089079	CBL,PDGFRB,JAK3,KIT,PIK3R1,IL2RA,IL2RG,ABL1,PDGFRA,ACTN2,CD4,CD3D,KRAS,TFRC,PIK3CA,PTPN11,SCARB2,JAK2,NRAS
581	Abnormality of the orbital region	C4025863	34	1127	2.2320301829e-08	0.00010423394330821673	0.000213832348435	CBL,GDNF,HRAS,FGF17,PDGFRB,EGFR,WNT5A,KIT,APOB,PIK3R1,LRP2,FGF3,FGF5,IL2RG,SOS1,FGF8,FGFR1,OCRL,RET,KRAS,TFRC,PIK3CA,CDC42,KITLG,PTPN11,FGFR3,PIK3R2,SRC,NRAS,AVP,SYNJ1,FGF10,FGF20,FGFR2
582	Chondrosarcoma	C0008479	14	222	2.23742888661e-08	0.00010441334768568353	0.000181187512752	HSP90AA1,EGFR,KIT,MET,HGF,SOS1,FGF2,FGFR1,ANGPT1,PIK3CB,PIK3CA,FGFR3,NRAS,FGFR2
583	Transitional cell carcinoma of the bladder	C0279680	11	132	2.23840659341e-08	0.00010459275206315034	0.000169516365413	EGFR,FGF7,ERBB2,CSF2,KRAS,PIK3CA,FGFR3,EGF,IL2,SRC,NRAS
584	Vitreoretinopathy, neovascular inflammatory, 193235 (3)	C0242852	8	63	2.53488244839e-08	0.00010477215644061715	0.000209731071235	FZD4,HBEGF,ROBO1,HGF,SOS1,CSF2,EGF,NRAS
586	Benign neoplasm of the central nervous system	C0347509	7	45	2.58506094308e-08	0.00010513096519555078	0.000208202809477	PDGFRB,FGFR1,OCRL,KRAS,PDGFB,PIK3CA,NRAS
587	Mammary Carcinoma, Human	C1257930	7	45	2.58506094308e-08	0.00010531036957301758	0.000139065298811	EGFR,FGF8,ERBB2,PIK3CB,PIK3CA,EGF,ARTN
588	Disseminated Malignant Neoplasm	C0346957	12	162	2.59881570708e-08	0.0001054897739504844	0.000322962553328	HSP90AA1,EGFR,JAK3,GPNMB,RAB5A,HGF,ERBB2,CSF2,KRAS,PIK3CB,PIK3CA,IL2
589	Midface hypoplasia, hearing impairment, elliptocytosis, and nephrocalcinosis	C1853242	11	134	2.65084364459e-08	0.0001056691783279512	0.000154228855721	PDGFRB,WNT5A,LRP2,SOS1,FGFR1,KRAS,CDC42,PTPN11,FGFR3,NRAS,FGFR2
590	Dental malocclusion	C0024636	9	85	2.86450193565e-08	0.00010584858270541801	0.000158161198866	PIK3R1,IL2RA,SOS1,CDC42,UBB,PTPN11,FGFR3,FGFR2,IL2RB
591	Helicobacter pylori infection	C0850666	16	297	2.99535004578e-08	0.00010602798708288484	0.000128697355534	EGFR,IGF2R,HBEGF,IL2RA,HGF,ERBB2,PIK3CB,PIK3CA,SYT1,CDC42,ABCB1,GAB1,EGF,IL2,JAK2,PTK6
592	Leiomyosarcoma	C0023269	11	136	3.13011331299e-08	0.00010620739146035164	0.000204134366925	HSP90AA1,KIT,IRS2,PDGFRA,KRAS,PIK3CB,PIK3CA,ABCB1,FGFR3,SRC,NRAS
594	Abnormality of digestive system morphology	C4293691	25	682	3.21380460022e-08	0.00010656620021528525	0.000221169916435	GDNF,CD3G,HRAS,PDGFRB,JAK3,KIT,PIK3R1,LRP2,IL2RA,PDGFRA,ERBB2,FGFR1,OCRL,RET,KRAS,PIK3CA,KITLG,NRTN,FGFR3,JAK2,SRC,NRAS,FGF20,TEK,FGFR2
595	Morphological abnormality of the gastrointestinal tract	C4021073	25	682	3.21380460022e-08	0.00010674560459275206	0.000221727019499	GDNF,CD3G,HRAS,PDGFRB,JAK3,KIT,PIK3R1,LRP2,IL2RA,PDGFRA,ERBB2,FGFR1,OCRL,RET,KRAS,PIK3CA,KITLG,NRTN,FGFR3,JAK2,SRC,NRAS,FGF20,TEK,FGFR2
596	Papilloma	C0030354	13	196	3.30209556365e-08	0.00010692500897021888	0.000176904176904	HRAS,EGFR,KIT,PIK3R1,IL2RA,FGF3,ERBB2,PIK3CB,PIK3CA,FGFR3,EGF,NRAS,FGF10
602	Adenocarcinoma Of Esophagus	C0279628	16	300	3.46978604737e-08	0.00010800143523501973	0.000129753914989	PDGFRB,FGFR4,EGFR,MET,HGF,ABL1,SOS1,FGF2,ERBB2,KRAS,PIK3CB,PIK3CA,ERBB3,EGF,FGF1,ADRB2
603	Experimental Organism Basal Cell Carcinoma	C3811653	15	264	3.48260744687e-08	0.00010818083961248655	0.000243827160494	HRAS,FGFR4,EGFR,WNT5A,IL2RA,HGF,FGF2,RET,PIK3CB,PIK3CA,SHC3,FGFR3,IL2,PDGFA,FGFR2
605	Embryonal rhabdomyosarcoma	C0206656	9	87	3.59331021604e-08	0.00010853964836742016	0.000150827011842	HRAS,FGFR4,EGFR,SPRY1,SOS1,ERBB2,KRAS,PIK3CB,PIK3CA
606	Lip and Oral Cavity Carcinoma	C0220641	19	419	3.7183834789e-08	0.00010871905274488699	0.000155957161981	HRAS,HSP90AA1,EGFR,IGF2R,ROBO1,HGF,ERBB2,RET,PIK3CB,TFRC,PIK3CA,SYT1,PTPN11,ABCB1,CTTN,PSPN,EGF,IL2,AVP
607	Abnormality of the gastrointestinal tract	C4023588	29	886	3.7971483402e-08	0.00010889845712235379	0.000166455409072	GDNF,CD3G,HRAS,PDGFRB,JAK3,IGF2R,KIT,AP2S1,PIK3R1,LRP2,MET,IL2RA,PDGFRA,ERBB2,FGFR1,OCRL,RET,KRAS,PIK3CA,KITLG,NRTN,FGFR3,SCARB2,JAK2,SRC,NRAS,FGF20,TEK,FGFR2
608	Cancer of mouth	C0153381	19	420	3.86557544862e-08	0.0001090778614998206	0.00013674327664	HRAS,HSP90AA1,EGFR,IGF2R,ROBO1,HGF,ERBB2,RET,KRAS,PIK3CB,TFRC,PIK3CA,SYT1,PTPN11,ABCB1,PSPN,EGF,IL2,AVP
609	Recurrent fractures	C0016655	10	112	3.89913334953e-08	0.0001092572658772874	0.000111871030777	HRAS,FGF17,FZD4,FGF8,FGFR1,OCRL,FGF23,KRAS,NRAS,FGFR2
610	Testicular Neoplasms	C0039590	11	139	3.99647388516e-08	0.00010943667025475422	0.000161861833336	GDNF,HRAS,PDGFRB,EGFR,KIT,KRAS,KITLG,FGFR3,EGF,VAMP7,FGFR2
611	Cleft Lip	C0008924	17	345	4.80063619968e-08	0.00010961607463222102	0.000172654155496	FGF9,WNT5A,SPRY2,FGF7,FGF3,FGF2,FGF8,ERBB2,FGFR1,RET,FGF18,KRAS,FGFR3,FGF10,FGF20,FGF1,FGFR2
612	B Acute Lymphoblastic Leukemia with t(9;22)(q34;q11.2); BCR-ABL1	C1292769	18	385	4.87847054975e-08	0.00010979547900968783	0.000168674698795	IL3,HSP90AA1,FGFR4,JAK3,KIT,CALM3,IL2RA,IL2RG,ABL1,FGF2,FGFR1,TFRC,PTPN11,ABCB1,FGFR3,IL2,JAK2,NRAS
613	Nasal polyposis	C0027430	14	236	5.02955117554e-08	0.00010997488338715465	0.000284144427002	EGFR,JAK3,GFRA2,MET,HGF,FGF2,CSF2,AP2A1,PDGFB,SYT1,KITLG,IL5,IL2,ADRB2
614	Neoplasm of the gallbladder	C0016978	7	49	5.21405923992e-08	0.00011015428776462146	0.000211856400567	EGFR,APOB,ERBB2,ERBB4,KRAS,ERBB3,EGF
617	Abdominal symptom	C0740651	29	901	5.4830155749e-08	0.00011069250089702189	0.000167701863354	GDNF,HRAS,EGFR,JAK3,KIT,PIK3R1,IL2RA,IL2RG,ABL1,SOS1,PDGFRA,FGFR1,OCRL,RET,ERBB4,CD3D,KRAS,TFRC,PIK3CA,NRTN,PTPN11,SCARB2,BIN1,AVPR2,JAK2,NECAP1,NRAS,AVP,FGFR2
620	Sporadic	C0205422	9	92	6.17969998506e-08	0.00011123071402942232	0.000200619151816	HRAS,KIT,PDGFRA,FGFR1,KRAS,PIK3CA,FGFR3,JAK2,NRAS
621	Down Syndrome	C0013080	20	476	6.42767108427e-08	0.00011141011840688913	0.000316072300928	JAK3,KIT,GPNMB,AMPH,ITSN1,IL2RA,RAB5A,ABL1,PICALM,RET,SYT1,NEFL,UBB,ABCB1,FGFR3,JAK2,SYNJ1,FYN,NCAM1,ADRB2
622	Nasopharyngeal cancer recurrent	C0153392	8	70	6.52191471939e-08	0.00011158952278435594	0.000136640910939	EGFR,SLIT2,MET,HGF,PIK3CB,PIK3CA,SYT1,EGF
623	Mammary Neoplasms, Experimental	C0024668	13	207	6.54767737807e-08	0.00011176892716182276	0.000198739065699	HRAS,EGFR,KIT,PTK2,PIK3R1,VAMP8,TF,ERBB2,CDC42,KITLG,RASGRF2,PDGFA,FGF10
636	Inflammatory Myofibroblastic Tumor	C0334121	6	34	6.74337882201e-08	0.00011410118406889128	0.000233391072306	PDGFRB,KIT,CLTC,PDGFRA,ERBB2,RET
637	Prostate cancer recurrent	C0278838	6	34	6.74337882201e-08	0.0001142805884463581	0.000183800623053	EGFR,ERBB2,CSF2,PIK3CB,PIK3CA,ERBB3
641	Morphological abnormality of the inner ear	C4023381	7	51	7.22468278536e-08	0.00011499820595622533	0.000131695331695	FGF3,SOS1,KRAS,PTPN11,FGFR3,NRAS,FGFR2
642	Merkel cell carcinoma	C0007129	9	94	7.59810910855e-08	0.00011517761033369214	0.000190671011232	HRAS,EGFR,KIT,PDGFRA,ERBB2,PIK3CB,PIK3CA,PDGFA,NCAM1
643	Hypsarrhythmia	C0037769	9	94	7.59810910855e-08	0.00011535701471115897	0.000259950859951	GRIN2B,SPTAN1,GRIN2A,IL2RG,SOS1,CSF2,GRIN1,SPTBN2,RASGRF1
644	Abnormal joint morphology	C0240083	29	915	7.6649657621e-08	0.00011553641908862577	0.000137475120905	CBL,FGF9,HRAS,FGF17,PDGFRB,AP2S1,PIK3R1,IL2RA,SOS1,TF,FGF8,FGFR1,OCRL,RET,DNM2,KRAS,PIK3CA,NEFL,CDC42,PTPN11,FGFR3,ERBB3,SCARB2,PIK3R2,BIN1,NRAS,FGFR2,FGF16,IL2RB
645	Abnormality of digestive system physiology	C4293692	33	1132	8.02757148533e-08	0.00011571582346609258	0.00019099378882	GDNF,HRAS,PDGFRB,EGFR,JAK3,KIT,AP2S1,PIK3R1,IL2RA,IL2RG,ABL1,SOS1,PDGFRA,FGFR1,OCRL,RET,ERBB4,CD3D,KRAS,TFRC,PIK3CA,NRTN,PTPN11,FGFR3,SCARB2,BIN1,AVPR2,JAK2,NECAP1,NRAS,AVP,TEK,FGFR2
647	Abnormality of the eye	C0015393	46	1900	8.22675185752e-08	0.0001160746322210262	0.000205808894399	CBL,HRAS,FGF17,PDGFRB,WNT5A,DIAPH1,FZD4,KIT,APOB,PIK3R1,LRP2,IL2RA,FGF3,FGF5,SOS1,FGF8,KIAA0319,FGFR1,DNAJC6,OCRL,LDLRAP1,RET,DNM2,SPTBN2,KRAS,PDGFB,TFRC,PIK3CA,NEFL,CDC42,KITLG,PTPN11,FGFR3,ERBB3,EGF,PIK3R2,BIN1,JAK2,SRC,NRAS,AVP,SYNJ1,FGF10,FGF20,FGFR2,IL2RB
648	Myelosuppression	C0854467	6	35	8.35396943843e-08	0.000116254036598493	0.000226822109243	IL3,KIT,CSF2,ABCB1,FGF4,JAK2
649	Abnormal bleeding	C1458140	16	319	8.42534636503e-08	0.00011643344097595981	0.000134835128959	PDGFRB,FZD4,KIT,SOS1,PDGFRA,RET,DNM2,KRAS,PDGFB,PIK3CA,PTPN11,SCARB2,JAK2,SRC,NRAS,TEK
650	Trisomy	C0041107	12	179	8.46966553558e-08	0.00011661284535342662	0.000250645994832	IL3,EGFR,KIT,GRIN2A,MET,IL2RA,RAB5A,ABL1,ERBB2,RET,EGF,JAK2
652	Embryonal Carcinoma	C0206659	12	181	9.64534626613e-08	0.00011697165410836025	0.00018979687928	GDNF,FGF9,FGFR4,EGFR,KIT,FGF2,PDGFRA,FGF8,FGFR1,FGF23,EGF,FGF4
653	Abnormality of dental morphology	C0040427	22	578	9.68225690734e-08	0.00011715105848582705	0.000184986595174	HRAS,FGF17,PDGFRB,WNT5A,PIK3R1,IL2RA,FGF3,SOS1,FGF8,ERBB2,FGFR1,OCRL,FGF23,KRAS,CDC42,UBB,PTPN11,FGFR3,NRAS,FGF10,FGFR2,IL2RB
655	Drug Resistant Epilepsy	C1096063	7	53	9.87022555909e-08	0.00011750986724076068	0.000272363150868	GRIN2A,GRIN1,PIK3CB,PIK3CA,SYT1,ABCB1,SYNJ1
657	Sezary Syndrome	C0036920	11	151	1.00033728079e-07	0.0001178686759956943	0.000156004489338	IL2RG,ABL1,ERBB2,CD4,KRAS,IL5,IL2,BIN1,JAK2,NRAS,PLCG1
658	Rectal Carcinoma	C0149978	15	286	1.05148482588e-07	0.00011804808037316111	0.000149085477415	PDGFRB,EGFR,KIT,IRS2,HGF,IRS1,SOS1,ERBB2,DNM2,KRAS,PIK3CB,PIK3CA,ERBB3,EGF,NRAS
661	Breast Cancer Model	C1511291	8	74	1.06679712952e-07	0.00011858629350556154	0.000190034196385	HSP90AA1,EGFR,FGF3,IRS1,ERBB2,PIK3CA,IL2,GRB2
662	Synostosis involving bones of the feet	C0039093	9	98	1.13294596815e-07	0.00011876569788302835	0.000190848396027	FGF9,SOS1,FGFR1,KRAS,PTPN11,FGFR3,NRAS,FGFR2,FGF16
663	Brain Tumor, Primary	C0750974	7	54	1.14761721792e-07	0.00011894510226049515	0.000301675977654	HRAS,GRIN2B,HSP90AA1,EGFR,KIT,PDGFRA,ABCB1
664	Cyst	C0010709	12	184	1.16934503858e-07	0.00011912450663796196	0.000169820286428	GDNF,FGF7,GPNMB,HGF,SOS1,OCRL,CSF2,RET,KRAS,CDC42,EGF,NCAM1
665	Invasive Carcinoma	C1334274	11	154	1.24244909361e-07	0.00011930391101542878	0.000197740578177	KL,EGFR,MET,HGF,FGF8,ERBB2,KRAS,PIK3CA,CTTN,IL5,EGF
666	Mesenchymal Cell Neoplasm	C1334699	6	37	1.25499383774e-07	0.00011948331539289559	0.000246705907673	KIT,PDGFRA,FGF23,SYT1,ERBB3,JAK2
669	Refractory anemia	C0002893	7	55	1.33094595234e-07	0.00012002152852529602	0.000148015743863	CBL,IL3,KIT,CSF2,IL5,JAK2,NRAS
671	Advanced cancer	C0877373	9	100	1.37389986499e-07	0.00012038033728022963	0.000213114754098	HSP90AA1,EGFR,ERBB2,CSF2,KRAS,PIK3CB,PIK3CA,ABCB1,IL2
673	Chromosome 5, trisomy 5q	C1802398	6	38	1.52411979815e-07	0.00012073914603516326	0.0002085321815	CSF2,KITLG,IL5,JAK2,FGF1,ADRB2
674	Hemangioma	C0018916	11	157	1.53447256679e-07	0.00012091855041263008	0.000127176994735	HRAS,IGF2R,FGF2,ANGPT1,RET,KRAS,PIK3CA,NRAS,TEK,FGFR2,ADRB2
676	Testicular seminoma	C0036631	13	222	1.55688593906e-07	0.00012127735916756369	0.000217006145513	GDNF,HRAS,EGFR,SPRY2,KIT,RET,RPS27A,KRAS,KITLG,FGFR3,UBC,FGF4,NRAS
677	Growth retardation, intellectual developmental disorder, hypotonia, and hepatopathy, 617093 (3)	C0008073	11	158	1.64507954925e-07	0.0001214567635450305	0.000130457015122	CBL,HRAS,EGFR,ROBO1,LRP2,KIAA0319,RET,KRAS,PTPN11,EGF,NRAS
678	Myelofibrosis	C0026987	9	102	1.6588004581e-07	0.0001216361679224973	0.000209976407145	JAK1,KIT,ABL1,FGF2,CSF2,PIK3CB,PIK3CA,JAK2,SRC
679	Intestinal obstruction	C0021843	8	78	1.69515652737e-07	0.00012181557229996412	0.000208383961118	GDNF,PDGFRB,JAK3,KIT,PDGFRA,RET,NRTN,JAK2
684	Ischaemic cerebral infarction	C0007785	15	297	1.75842452044e-07	0.0001227125941872982	0.000150844277674	GDNF,HBEGF,APOB,CALM3,DLG4,HGF,SOS1,FGF2,CSF2,ANGPT1,PIK3CB,PIK3CA,CDC42,PSPN,ARTN
686	Malignant neoplasm of endometrium	C0007103	20	506	1.78385863525e-07	0.0001230714029422318	0.00014718451915	JAK1,HRAS,PDGFRB,EGFR,FGF7,KIT,PIK3R1,DAB2,MET,FGF3,HGF,FGF2,ERBB2,KRAS,PIK3CB,PIK3CA,ABCB1,EGF,PIK3R2,FGFR2
687	Uterine Corpus Cancer	C0153574	20	506	1.78385863525e-07	0.0001232508073196986	0.000146833327277	JAK1,HRAS,PDGFRB,EGFR,FGF7,KIT,PIK3R1,DAB2,MET,FGF3,HGF,FGF2,ERBB2,KRAS,PIK3CB,PIK3CA,ABCB1,EGF,PIK3R2,FGFR2
688	Fibrosis	C0016059	12	191	1.80514319936e-07	0.00012343021169716542	0.000154718509518	PDGFRB,EGFR,FGF7,HGF,FGF2,PDGFRA,ANGPT1,PDGFB,CDC42,IL5,NCAM1,ADRB2
689	Hereditary pancreatitis	C0238339	17	377	1.80897468893e-07	0.00012360961607463223	0.000143561842775	HRAS,EGFR,IL2RA,FGF5,HGF,SOS1,ERBB2,KRAS,PDGFB,SYT1,ABCB1,ERBB3,EGF,FGF1,ARTN,IL2RB,ADRB2
690	Hepatitis	C0019159	17	377	1.80897468893e-07	0.00012378902045209902	0.000206174777603	IGF2R,PIK3R1,MET,IL2RA,HGF,IRS1,SOS1,TF,ERBB2,CD4,KRAS,PIK3CA,ABCB1,IL5,IL2,JAK2,NCAM1
691	Endometrial adenocarcinoma	C1153706	9	103	1.81996708593e-07	0.00012396842482956583	0.000156128567228	EGFR,FGF7,FGF3,FGF2,ERBB2,CSF2,KRAS,EGF,FGFR2
692	Neurological speech impairment	C0037822	21	553	1.86531266211e-07	0.00012414782920703267	0.000224068243097	FGF17,GRIN2B,PDGFRB,DIAPH1,GRIN2A,SOS1,FGF8,FGFR1,DNAJC6,OCRL,SPTBN2,KRAS,PDGFB,PIK3CA,PTPN11,FGFR3,SCARB2,BIN1,JAK2,NRAS,SYNJ1
693	Adrenocortical carcinoma	C0206686	11	160	1.88707893756e-07	0.00012432723358449946	0.000129946262824	HRAS,EGFR,IGF2R,MET,IRS1,FGF2,KRAS,ABCB1,EGF,SH3KBP1,NRAS
694	Leukemia, Myeloid, Chronic-Phase	C0023474	8	79	1.8947607483e-07	0.00012450663796196627	0.000194498519436	IL3,FGFR4,ABL1,PIK3CB,PIK3CA,KITLG,ABCB1,NRAS
695	Gallbladder Carcinoma	C0235782	12	192	1.9176403987e-07	0.00012468604233943309	0.000181693420685	EGFR,APOB,ROBO1,CALM3,HGF,ERBB2,ERBB4,KRAS,PIK3CB,PIK3CA,ABCB1,NRAS
696	Diarrhea 8, secretory sodium, congenital	C0011991	17	379	1.95616624121e-07	0.0001248654467168999	0.000230880706277	GDNF,FGFR4,EGFR,JAK3,GPNMB,PIK3R1,IL2RA,IL2RG,ERBB2,RET,CD3D,KRAS,TFRC,NRTN,ABCB1,KLB,AVP
697	Abnormality of limbs	C0239337	35	1290	1.96220193649e-07	0.00012504485109436669	0.000150721718698	CBL,GDNF,FGF9,HRAS,FGF17,PDGFRB,WNT5A,KIT,PIK3R1,IL2RG,SYT2,SOS1,PDGFRA,FGF8,FGFR1,DNAJC6,OCRL,RET,DNM2,FGF23,KRAS,PIK3CA,NEFL,NRTN,PTPN11,FGFR3,SCARB2,PIK3R2,BIN1,NRAS,SYNJ1,FGF10,FGF20,FGFR2,FGF16
706	Neoplasms, Experimental	C0027659	7	58	2.03640341478e-07	0.00012665949049156798	0.000243154021689	HRAS,HGF,ABL1,ERBB2,KRAS,IL2,NRAS
707	Benign melanocytic nevus	C1456781	8	80	2.11487525159e-07	0.0001268388948690348	0.000156161041074	HRAS,EGFR,KIT,LRP2,FGF2,ERBB2,EGF,NRAS
709	Neoplasm of the rectum	C0034885	9	105	2.18379132333e-07	0.00012719770362396842	0.000337526205451	HRAS,PDGFRB,EGFR,KIT,PDGFRA,KRAS,PIK3CA,EGF,NRAS
710	Plagiocephaly	C0265529	6	40	2.2100444208e-07	0.00012737710800143524	0.000160292363955	HRAS,FGFR1,KRAS,FGFR3,NRAS,FGFR2
712	Adenocarcinoma, Endometrioid	C1569637	7	59	2.33439260588e-07	0.00012773591675636887	0.000162514248494	FGF9,EGFR,IRS1,ERBB2,KRAS,PIK3CB,PIK3CA
715	Tetanus	C0039614	8	82	2.62269760687e-07	0.0001282741298887693	0.000240946252783	GDNF,WNT5A,VAMP2,CDC42,IL5,IL2,VAMP7,ARTN
716	Abnormality of the integument	C4025761	41	1665	2.66347644606e-07	0.0001284535342662361	0.000268799102132	CBL,GDNF,CD3G,HRAS,FGF17,PDGFRB,EGFR,WNT5A,KIT,APOB,PIK3R1,LRP2,SPTB,IL2RA,FGF3,FGF5,IL2RG,SOS1,PDGFRA,FGF8,FGFR1,ACTN2,OCRL,LDLRAP1,RET,KRAS,PDGFB,TFRC,PIK3CA,CDC42,KITLG,PTPN11,FGFR3,SCARB2,VAMP7,JAK2,NRAS,FGF10,FGF20,TEK,FGFR2
718	Ptosis, hereditary congenital 1	C0005745	18	431	2.80309404355e-07	0.00012881234302116972	0.00017962823095	CBL,HRAS,FGF17,PDGFRB,SOS1,FGF8,FGFR1,DNM2,KRAS,NEFL,CDC42,KITLG,PTPN11,FGFR3,PIK3R2,BIN1,NRAS,FGFR2
719	Carcinoma, Small Cell	C0262584	9	108	2.84893266422e-07	0.00012899174739863654	0.000206052514464	EGFR,KIT,PDGFRA,ERBB2,PIK3CB,PIK3CA,ERBB3,NRG1,NCAM1
720	Abnormality of nervous system physiology	C4022811	51	2307	2.86566954832e-07	0.00012917115177610332	0.000215838509317	CBL,GDNF,HRAS,FGF17,GRIN2B,PDGFRB,WNT5A,DIAPH1,KIT,SPTAN1,APOB,PIK3R1,LRP2,GRIN2A,IL2RA,FGF3,SYT2,SOS1,PDGFRA,FGF8,FGFR1,DNAJC6,OCRL,LDLRAP1,GRIN1,RET,DNM2,ERBB4,SPTBN2,KRAS,PDGFB,PIK3CA,NEFL,CDC42,UBB,NRTN,PTPN11,FGFR3,ERBB3,SCARB2,EGF,PIK3R2,BIN1,AVPR2,JAK2,NECAP1,NRAS,AVP,SYNJ1,FGFR2,IL2RB
722	{Diphtheria, susceptibility to} (1)	C0012546	8	83	2.91456147661e-07	0.00012952996053103698	0.000188038996116	IL3,EGFR,HBEGF,IL2RA,ABL1,CSF2,EGF,IL2
726	Abnormality of the hair	C0157733	25	766	3.09167263235e-07	0.0001302475780409042	0.00013180188788	CBL,HRAS,FGF17,PDGFRB,EGFR,WNT5A,KIT,LRP2,IL2RA,FGF3,FGF5,IL2RG,SOS1,FGF8,FGFR1,OCRL,RET,KRAS,CDC42,KITLG,PTPN11,FGFR3,VAMP7,NRAS,FGFR2
727	Anaplastic astrocytoma	C0334579	10	137	3.09593727654e-07	0.000130426982418371	0.000287671232877	PDGFRB,FGFR4,EGFR,KIT,MET,FGF2,PDGFRA,PIK3CB,PIK3CA,FGFR2
728	Intrahepatic Cholangiocarcinoma	C0345905	9	109	3.10667600978e-07	0.00013060638679583783	0.000252890408728	EGFR,SLIT2,ROBO1,HGF,ERBB2,KRAS,GRB2,SHC2,FGFR2
729	Neuroblastic tumors	C1334953	6	42	3.13953763542e-07	0.00013078579117330465	0.000172569811931	GDNF,RET,KRAS,PIK3CA,PTPN11,NCAM1
730	Abnormality of the skin	C0037268	36	1376	3.25054120842e-07	0.00013096519555077143	0.000217901349124	CBL,CD3G,HRAS,FGF17,PDGFRB,EGFR,WNT5A,KIT,APOB,PIK3R1,SPTB,IL2RA,FGF3,IL2RG,SOS1,PDGFRA,FGF8,FGFR1,ACTN2,OCRL,LDLRAP1,RET,KRAS,PDGFB,TFRC,PIK3CA,KITLG,PTPN11,FGFR3,SCARB2,JAK2,NRAS,FGF10,FGF20,TEK,FGFR2
732	Hairy Cell Leukemia	C0023443	9	110	3.38519108301e-07	0.00013132400430570506	0.000207832665777	IL3,IL2RA,SYNJ2,PIK3CB,PIK3CA,SHC3,IL2,SRC,IL2RB
